nombre,apellido,cargo,foto_url,wikidata_id,provincia,bloque,partido,mandato,mandato_inicio,mandato_fin,fuente_url,fuente_nombre,ministerio
Gustavo,Saenz,gobernador,,,Salta,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Marcelo,Orrego,gobernador,,,San Juan,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Claudio,Poggi,gobernador,,,San Luis,,,,,,https://es.wikipedia.org/wiki/Anexo:Gobernadores_y_Jefe_de_Gobierno_de_Argentina,Wikipedia - Anexo Gobernadores de Argentina,
Claudio,Vidal,gobernador,,,Santa Cruz,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Maximiliano,Pullaro,gobernador,,,Santa Fe,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Elias,Suarez,gobernador,,,Santiago del Estero,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Gustavo,Melella,gobernador,,,Tierra del Fuego,,,,,,https://es.wikipedia.org/wiki/Anexo:Gobernadores_de_la_provincia_de_Tierra_del_Fuego,Wikipedia - Anexo Gobernadores de Tierra del Fuego,
Osvaldo,Jaldo,gobernador,,,Tucuman,,,,,,https://www.sumario.com.ar/principales/2026/07/08/milei-busca-mostrar-apoyo-de-los-gobernadores-en-la-casa-historica/,Sumario Noticias (8-jul-2026),
Javier,Milei,presidente,,,Nacional,,,,,,https://es.wikipedia.org/wiki/Javier_Milei,Wikipedia,
Diego,Santilli,jefe_gabinete,,,,,,,,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Ministros_de_Javier_Milei,Wikipedia - Anexo Gabinete de Ministros (cita Decreto 548/2026 - Boletín Oficial),Jefatura de Gabinete de Ministros
Luis,Caputo,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Economía
Sandra,Pettovello,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Capital Humano
Federico,Sturzenegger,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Desregulación y Transformación del Estado
Juan Bautista,Mahiques,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Justicia
Pablo,Quirno,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Relaciones Exteriores Comercio Internacional y Culto
Mario Iván,Lugones,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Salud
Alejandra Susana,Monteoliva,ministro,,,,,,,,,https://mapadelestado.dyte.gob.ar/ministerios,Mapa del Estado - Jefatura de Gabinete de Ministros,Seguridad
Karina,Milei,funcionario,,,,,,,,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Ministros_de_Javier_Milei,Wikipedia - Anexo Gabinete de Ministros,Secretaría General de la Presidencia
VERIFICAR,VERIFICAR,ministro,,,,,,,,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Ministros_de_Javier_Milei,PENDIENTE - Santilli dejó Interior al pasar a Jefatura de Gabinete (jun-2026) reemplazo sin confirmar en fuentes consultadas,Interior
VERIFICAR,VERIFICAR,ministro,,,,,,,,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Ministros_de_Javier_Milei,PENDIENTE - Petri dejaría el cargo para asumir como diputado reemplazo sin confirmar en fuentes consultadas,Defensa
